adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001108426-24-000002	1108426	PNM RESOURCES INC	4911	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW		5052412700	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW	ATTN: MS 1045 - ROBERT BISCHOFF	US	NM	850019030	MANZANO CORP	20000303	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 06:01:00.0	0	0	pnm-20240102_htm.xml	1					
0001140361-23-060280	1645873	MODIV INDUSTRIAL, INC.	6798	US	NV	RENO	89501	200 S. VIRGINIA STREET, SUITE 800		888-686-6348	US	NV	RENO	89501	200 S. VIRGINIA STREET, SUITE 800		US	MD	474156046	MODIV INC.	20210120	4-NON	0	1231	8-K	20231231			20240102	2023-12-29 18:45:00.0	0	0	ef20017684_8k_htm.xml	1					
0001140361-24-000012	1671927	IMMUNOCORE HOLDINGS PLC	2836	GB		OXFORDSHIRE	OX14 4RY	90 PARK DRIVE	MILTON PARK, ABINGDON	01235 5430281	GB		OXFORDSHIRE	OX14 4RY	90 PARK DRIVE	MILTON PARK, ABINGDON	GB		000000000	IMMUNOCORE LTD	20160412	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 06:25:00.0	0	0	ef20017537_8k_htm.xml	1					
0001140361-24-000016	1838821	ARYA SCIENCES ACQUISITION CORP IV	6770	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		212-284-2300	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		KY		000000000			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 07:00:00.0	0	0	ef20017768_8k_htm.xml	1					
0001140361-24-000023	1010086	SIGA TECHNOLOGIES INC	2834	US	NY	NEW YORK	10065	31 EAST 62ND STREET		212-672-9100	US	NY	NEW YORK	10065	31 EAST 62ND STREET		US	DE	133864870	SIGA PHARMACEUTICALS INC	19961108	2-ACC	0	1231	8-K	20231231			20240102	2024-01-02 08:49:00.0	0	0	ef20017827_8k_htm.xml	1					
0001140361-24-000025	1856028	STRONGHOLD DIGITAL MINING, INC.	6199	US	NY	NEW YORK	10022	595 MADISON AVENUE	28TH FLOOR	(845) 579-5992	US	NY	NEW YORK	10022	595 MADISON AVENUE	28TH FLOOR	US	DE	862759890			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 09:09:00.0	0	0	ef20017828_8k_htm.xml	1					
0001140361-24-000034	1783180	CARRIER GLOBAL CORP	3585	US	FL	PALM BEACH GARDENS	33418	13995 PASTEUR BOULEVARD		5613652000	US	FL	PALM BEACH GARDENS	33418	13995 PASTEUR BOULEVARD		US	DE	834051582	CARRIER GLOBAL CORP	20190722	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 09:27:00.0	0	0	ef20016935_8k_htm.xml	1					
0001140361-24-000173	1404912	KKR & CO. INC.	6282	US	NY	NEW YORK	10001	30 HUDSON YARDS		212-750-8300	US	NY	NEW YORK	10001	30 HUDSON YARDS				881203639	KKR & CO. L.P.	20070627	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:35:00.0	0	0	ef20017900_8k_htm.xml	1					
0001140361-24-000191	884713	PRIMO WATER CORP /CN/	2086	US	FL	TAMPA	33607	1150 ASSEMBLY DR.	SUITE 800	813-313-1732	US	FL	TAMPA	33607	1150 ASSEMBLY DR.	SUITE 800			980154711	COTT CORP /CN/	19941017	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 17:01:00.0	0	0	ef20017660_8k_htm.xml	1					
0001157523-24-000002	1179929	MOLINA HEALTHCARE, INC.	6324	US	CA	LONG BEACH	90802	200 OCEANGATE, SUITE 100		5624353666	US	CA	LONG BEACH	90802	200 OCEANGATE, SUITE 100		US	DE	134204626	MOLINA HEALTHCARE INC	20020812	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:11:00.0	0	0	a53875937_htm.xml	1					
0001163370-24-000002	1163370	NORTHRIM BANCORP INC	6035	US	AK	ANCHORAGE	99524-1489	P O BOX 241489									US	AK	920175752			2-ACC	0	1231	8-K	20231231			20240102	2024-01-02 12:52:00.0	0	0	nrim-20240101_htm.xml	1					
0001185185-24-000010	1039466	NOVACCESS GLOBAL INC.	2834	US	OH	CHAGRIN FALLS	44023	8584 E. WASHINGTON STREET, NO. 127		(213) 642-9268	US	OH	CHAGRIN FALLS	44023	8584 E. WASHINGTON STREET, NO. 127		US	CO	841384159	XSUNX INC	20031001	4-NON	0	0930	8-K	20231231			20240102	2024-01-02 15:55:00.0	0	0	novaccess20231031_8k_htm.xml	1					
0001185185-24-000012	1522222	CLS HOLDINGS USA, INC.	5900	US	NV	LAS VEGAS	89101	516 S. 4TH STREET		(416) 992-4539	US	NV	LAS VEGAS	89101	516 S. 4TH STREET		US	NV	000000000	ADELT DESIGN, INC.	20110601	4-NON	0	0531	8-K	20231231			20240102	2024-01-02 17:19:00.0	0	0	cls20240102_8k_htm.xml	1					
0001193125-23-306062	1333835	CASA SYSTEMS INC	3663	US	MA	ANDOVER	01810	100 OLD RIVER ROAD	SUITE 100	978-688-6706	US	MA	ANDOVER	01810	100 OLD RIVER ROAD	SUITE 100	US	DE	000000000			2-ACC	0	1231	8-K	20231231			20240102	2023-12-29 21:50:00.0	0	0	d50731d8k_htm.xml	1					
0001193125-24-000160	1634997	AVANGRID, INC.	4911	US	CT	ORANGE	06477	180 MARSH HILL ROAD		207-530-0977	US	CT	ORANGE	06477	180 MARSH HILL ROAD				141798693	IBERDROLA USA, INC.	20150225	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 06:06:00.0	0	0	d677779d8k_htm.xml	1					
0001193125-24-000161	899460	MANNKIND CORP	2834	US	CT	DANBURY	06810	1 CASPER STREET		818-661-5000	US	CT	DANBURY	06810	1 CASPER STREET		US	DE	133607736			1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 06:06:00.0	0	0	d575512d8k_htm.xml	1					
0001193125-24-000171	810332	MESA AIR GROUP INC	4512	US	AZ	PHOENIX	85008	410 NORTH 44TH STREET	SUITE 700	602.685.4000	US	AZ	PHOENIX	85008	410 NORTH 44TH STREET	SUITE 700	US	NV	850302351	MESA AIRLINES INC	19950426	2-ACC	0	0930	8-K	20231231			20240102	2024-01-02 06:11:00.0	1	0	d681311d8k_htm.xml	1					
0001193125-24-000190	1527469	ATHENE HOLDING LTD.	6311	US	IA	WEST DES MOINES	50266	7700 MILLS CIVIC PARKWAY		(888) 266-8489	US	IA	WEST DES MOINES	50266	7700 MILLS CIVIC PARKWAY		US	DE	980630022	ATHENE HOLDING LTD	20110804	4-NON	0	1231	8-K12B	20231231			20240102	2024-01-02 06:36:00.0	0	0	d17469d8k12b_htm.xml	1					
0001193125-24-000207	1111711	NISOURCE INC.	4931	US	IN	MERRILLVILLE	46410-6272	801 EAST 86TH AVE		2196475200	US	IN	MERRILLVILLE	46410-6272	801 EAST 86TH AVE		US	DE	352108964	NISOURCE INC/DE	20001103	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 07:08:00.0	0	0	d694183d8k_htm.xml	1					
0001193125-24-000212	1705843	CIBUS, INC.	2870	US	CA	SAN DIEGO	92121	6455 NANCY RIDGE DRIVE		(858) 450-0008	US	CA	SAN DIEGO	92121	6455 NANCY RIDGE DRIVE		US	DE	271967997	CALYXT, INC.	20170504	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 07:16:00.0	0	0	d118469d8k_htm.xml	1					
0001193125-24-000219	1426332	NGM BIOPHARMACEUTICALS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	333 OYSTER POINT BOULEVARD		650-243-5555	US	CA	SOUTH SAN FRANCISCO	94080	333 OYSTER POINT BOULEVARD		US	DE	000000000			1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 07:31:00.0	0	0	d680834d8k_htm.xml	1					
0001193125-24-000224	791908	XOMA CORP	2834	US	CA	EMERYVILLE	94608	2200 POWELL STREET	SUITE 310	510-204-7239	US	CA	EMERYVILLE	94608	2200 POWELL STREET	SUITE 310			522154066	XOMA LTD /DE/	19990107	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 07:47:00.0	0	0	d602001d8k_htm.xml	1					
0001193125-24-000240	1107421	ALAUNOS THERAPEUTICS, INC.	2834	US	TX	HOUSTON	77005	2617 BISSONNET ST	SUITE 225	(346) 355-4099	US	TX	HOUSTON	77005	2617 BISSONNET ST	SUITE 225	US	DE	841475642	ZIOPHARM ONCOLOGY INC	20050919	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:01:00.0	0	0	d682377d8k_htm.xml	1					
0001193125-24-000244	1668243	UROGEN PHARMA LTD.	2834	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		972 9 770 7601	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		IL		000000000			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:04:00.0	0	0	d231255d8k_htm.xml	1					
0001193125-24-000247	1088856	CORCEPT THERAPEUTICS INC	2834	US	CA	MENLO PARK	94025	149 COMMONWEALTH DRIVE		650.688.8803	US	CA	MENLO PARK	94025	149 COMMONWEALTH DRIVE		US	DE	770487658			1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 08:06:00.0	0	0	d676865d8k_htm.xml	1					
0001193125-24-000249	1701108	SPERO THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02139	675 MASSACHUSETTS AVENUE	14TH FLOOR	857-242-1600	US	MA	CAMBRIDGE	02139	675 MASSACHUSETTS AVENUE	14TH FLOOR	US	DE	000000000	SPERO THERAPEUTICS, LLC	20170316	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:13:00.0	0	0	d360654d8k_htm.xml	1					
0001193125-24-000287	1839341	CORE SCIENTIFIC, INC./TX	6199	US	TX	AUSTIN	78701	106 EAST 6TH STREET, SUITE 900-145		(425) 998-5300	US	TX	AUSTIN	78701	106 EAST 6TH STREET, SUITE 900-145		US	DE	000000000	POWER & DIGITAL INFRASTRUCTURE ACQUISITION CORP.	20210106	2-ACC	0	1231	8-K	20231231			20240102	2024-01-02 08:43:00.0	1	0	d682447d8k_htm.xml	1					
0001193125-24-000300	1820190	SCILEX HOLDING CO	2836	US	CA	PALO ALTO	94303	960 SAN ANTONIO ROAD		(650) 516-4310	US	CA	PALO ALTO	94303	960 SAN ANTONIO ROAD		US	DE	000000000	SCILEX HOLDING COMPANY/DE	20221117	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 09:04:00.0	0	0	d678133d8k_htm.xml	1					
0001193125-24-000454	1169445	COMPUTER PROGRAMS & SYSTEMS INC	7371	US	AL	MOBILE	36695	6600 WALL STREET		2516398100	US	AL	MOBILE	36695	6600 WALL STREET		US	DE	743032373			2-ACC	0	1231	8-K/A	20231031			20240102	2024-01-02 11:15:00.0	0	0	d682462d8ka_htm.xml	1					
0001193125-24-000495	1949594	FIDELITY MULTI-STRATEGY CREDIT FUND		US	MA	BOSTON	02110	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02110	245 SUMMER STREET		US	DE	000000000				0	0630	424B3				20240102	2024-01-02 12:23:00.0	0	0	d59653d424b3_htm.xml	1					
0001193125-24-000620	1776197	AKUMIN INC.	8071	US	FL	PLANTATION	33322	8300 W SUNRISE BLVD		9546784489	US	FL	PLANTATION	33322	8300 W SUNRISE BLVD		CA	ON	000000000			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 14:52:00.0	0	0	d653414d8k_htm.xml	1					
0001193125-24-000673	1391127	EDGIO, INC.	7389	US	AZ	PHOENIX	85028	11811 N. TATUM BLVD.	SUITE 3031	602-850-5000	US	AZ	PHOENIX	85028	11811 N. TATUM BLVD.	SUITE 3031	US	DE	201677033	LIMELIGHT NETWORKS, INC.	20070223	2-ACC	0	1231	8-K	20231231			20240102	2024-01-02 16:02:00.0	1	0	d187395d8k_htm.xml	1					
0001193125-24-000675	1832168	LONGBOARD PHARMACEUTICALS, INC.	2834	US	CA	LA JOLLA	92037	4275 EXECUTIVE SQUARE	SUITE 950	619-592-9775	US	CA	LA JOLLA	92037	4275 EXECUTIVE SQUARE	SUITE 950			845009619			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:03:00.0	0	0	d120932d8k_htm.xml	1					
0001193125-24-000682	1308606	SPIRIT REALTY CAPITAL, INC.	6512	US	TX	DALLAS	75201	2727 NORTH HARWOOD STREET	SUITE 300	972.476.1900	US	TX	DALLAS	75201	2727 NORTH HARWOOD STREET	SUITE 300	US	MD	201676382	SPIRIT REALTY CAPITAL, INC.	20130723	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:06:00.0	0	0	d681564d8k_htm.xml	1					
0001193125-24-000683	1609809	SERES THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02139	200 SIDNEY STREET		617 945 9626	US	MA	CAMBRIDGE	02139	200 SIDNEY STREET		US	DE	274326290	SERES HEALTH, INC.	20140603	2-ACC	0	1231	8-K	20231231			20240102	2024-01-02 16:06:00.0	0	0	d582286d8k_htm.xml	1					
0001193125-24-000684	1756262	TRANSMEDICS GROUP, INC.	3845	US	MA	ANDOVER	01810	200 MINUTEMAN ROAD		9785520900	US	MA	ANDOVER	01810	200 MINUTEMAN ROAD		US	MA	000000000			1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:06:00.0	0	0	d524685d8k_htm.xml	1					
0001193125-24-000688	1137789	SEAGATE TECHNOLOGY HOLDINGS PLC	3572	IE		DUBLIN 2	D02 NX53	38/39 FITZWILLIAM SQUARE		353-1234-3136	IE		DUBLIN 2	D02 NX53	38/39 FITZWILLIAM SQUARE				981597419	SEAGATE TECHNOLOGY PLC	20100706	1-LAF	0	0630	8-K	20231231			20240102	2024-01-02 16:11:00.0	0	0	d696511d8k_htm.xml	1					
0001193125-24-000705	1445499	IMPEL PHARMACEUTICALS INC	2834	US	WA	SEATTLE	98119	201 ELLIOTT AVE. W	SUITE 260	206-568-1466	US	WA	SEATTLE	98119	201 ELLIOTT AVE. W	SUITE 260	US	DE	263058238	IMPEL NEUROPHARMA INC	20080917	4-NON	0	0430	8-K	20231231			20240102	2024-01-02 16:23:00.0	0	0	d700083d8k_htm.xml	1					
0001193125-24-000712	1311370	LAZARD, INC.	6282	BM		HAMILTON	HM II	CLARENDON HOUSE	2 CHURCH STREET	(441) 295-1422	BM		HAMILTON	HM II	CLARENDON HOUSE	2 CHURCH STREET	BM		980437848	LAZARD LTD	20041213	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:31:00.0	0	0	d519085d8k_htm.xml	1					
0001193125-24-000719	1180262	HERBALIFE LTD.	5122	KY		GEORGE TOWN	00000	P.O. BOX 309GT	UGLAND HOUSE, SOUTH CHURCH STREET	310 410 9600	KY		GEORGE TOWN	00000	P.O. BOX 309GT	UGLAND HOUSE, SOUTH CHURCH STREET	KY		000000000	HERBALIFE NUTRITION LTD.	20180424	1-LAF	0	1231	8-K	20231231			20240102	2024-01-02 16:35:00.0	0	0	d680872d8k_htm.xml	1					
0001193125-24-000728	1830029	GRIID INFRASTRUCTURE INC.	7374	US	OH	CINCINNATI	45212	1345 AVENUE OF THE AMERICAS	2577 DUCK CREEK ROAD	513-268-6185	US	OH	CINCINNATI	45212	1345 AVENUE OF THE AMERICAS	2577 DUCK CREEK ROAD	US	DE	853477678	ADIT EDTECH ACQUISITION CORP.	20201026	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:46:00.0	0	0	d941597d8k_htm.xml	1					
0001193125-24-000733	1593034	ENDO INTERNATIONAL PLC	2834	IE		DUBLIN 4	00000	MINERVA HOUSE, SIMMONSCOURT ROAD	BALLSBRIDGE	353-1-268-2000	IE		DUBLIN 4	00000	MINERVA HOUSE, SIMMONSCOURT ROAD	BALLSBRIDGE			680683755	ENDO INTERNATIONAL LTD	20131203	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:51:00.0	0	0	d699994d8k_htm.xml	1					
0001193125-24-000757	1829953	CORNER GROWTH ACQUISITION CORP.	6770	US	CA	PALO ALTO	94301	251 LYTTON AVENUE, SUITE 200		650-543-8180	US	CA	PALO ALTO	94301	251 LYTTON AVENUE, SUITE 200		KY		000000000			4-NON	0	1231	10-Q/A	20230630	2023	Q2	20240102	2024-01-02 17:14:00.0	0	1	d606597d10qa_htm.xml	1					
0001193125-24-000764	1829953	CORNER GROWTH ACQUISITION CORP.	6770	US	CA	PALO ALTO	94301	251 LYTTON AVENUE, SUITE 200		650-543-8180	US	CA	PALO ALTO	94301	251 LYTTON AVENUE, SUITE 200		KY		000000000			4-NON	0	1231	10-Q/A	20230930	2023	Q3	20240102	2024-01-02 17:16:00.0	0	1	d605277d10qa_htm.xml	1					
0001206774-24-000001	54187	MAYS J W INC	6512	US	NY	BROOKLYN	11201-5805	9 BOND ST		7186247400	US	NY	BROOKLYN	11201-5805	9 BOND STREET		US	NY	111059070			4-NON	0	0731	8-K	20231231			20240102	2024-01-02 15:01:00.0	0	0	mays4280971-8k_htm.xml	1					
0001213900-23-100135	1854275	ZOOMCAR HOLDINGS, INC.	7510	IN		BANGALORE	560008	ANJANEYA TECHNO PARK, NO.147, 1ST FLOOR	KODIHALLI	91 99454-8382	IN		BANGALORE	560008	ANJANEYA TECHNO PARK, NO.147, 1ST FLOOR	KODIHALLI	KY		000000000	INNOVATIVE INTERNATIONAL ACQUISITION CORP.	20210331	4-NON	0	0331	8-K	20231231			20240102	2023-12-29 17:51:00.0	0	0	ea190939-8k_zoomcar_htm.xml	1					
0001213900-23-100216	1874218	REVELSTONE CAPITAL ACQUISITION CORP.	4522	US	CA	IRVINE	92606	14350 MYFORD ROAD		19494282888	US	CA	IRVINE	92606	14350 MYFORD ROAD		US	DE	000000000			4-NON	0	1231	8-K	20231231			20240102	2023-12-29 19:32:00.0	0	0	ea190948-8k_revelstone_htm.xml	1					
0001213900-24-000056	1788028	JASPER THERAPEUTICS, INC.	2836	US	CA	REDWOOD CITY	94065	2200 BRIDGE PKWY SUITE #102		6505491400	US	CA	REDWOOD CITY	94065	2200 BRIDGE PKWY SUITE #102		US	DE	842984849	AMPLITUDE HEALTHCARE ACQUISITION CORP	20190912	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:05:00.0	0	0	ea190805-8k_jasper_htm.xml	1					
0001213900-24-000065	1726711	ADITXT, INC.	2834	US	VA	RICHMOND	23219	737 N. FIFTH STREET, SUITE 200		909-488-0844	US	VA	RICHMOND	23219	737 N. FIFTH STREET, SUITE 200		US	DE	823204328	ADITX THERAPEUTICS, INC.	20201113	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:46:00.0	0	0	ea190969-8k_aditxtinc_htm.xml	1					
0001213900-24-000223	854800	TINGO GROUP, INC.	2000	US	NJ	MONTVALE	07645	28 WEST GRAND AVENUE, SUITE 3		201-225-0190	US	NJ	MONTVALE	07645	28 WEST GRAND AVENUE, SUITE 3		US	DE	270016420	MICT, INC.	20180716	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 14:47:00.0	0	0	ea190979-8k_tingogroup_htm.xml	1					
0001213900-24-000237	1760026	MESO NUMISMATICS, INC.	5990	US	FL	BOCA RATON	33432	433 PLAZA REAL SUITE 275		800-889-9509	US	FL	BOCA RATON	33432	433 PLAZA REAL SUITE 275				880492191			4-NON	0	1231	S-1	20230930			20240102	2024-01-02 15:54:00.0	0	1	ea190955-s1_meso_htm.xml	1					
0001213900-24-000240	1711754	INMUNE BIO, INC.	2836	US	FL	BOCA RATON	33432	225 NE MIZNER BLVD, SUITE 640		8589643720	US	FL	BOCA RATON	33432	225 NE MIZNER BLVD, SUITE 640		US	NV	475205835			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:00:00.0	0	0	ea190996-8k_inmune_htm.xml	1					
0001213900-24-000245	1878074	BLUE WORLD ACQUISITION CORP	6770	US	NY	NEW YORK	10001	244 FIFTH AVENUE, SUITE B-88		212-726-2880	US	NY	NEW YORK	10001	244 FIFTH AVENUE, SUITE B-88		KY		000000000			4-NON	0	0630	8-K	20231231			20240102	2024-01-02 16:02:00.0	0	0	ea190908-8k425_blueworld_htm.xml	1					
0001213900-24-000247	1506251	CITIUS PHARMACEUTICALS, INC.	2834	US	NJ	CRANFORD	07016	11 COMMERCE DRIVE	1ST FLOOR	(908) 967-6676	US	NJ	CRANFORD	07016	11 COMMERCE DRIVE	1ST FLOOR	US	NV	273425913	TRAIL ONE, INC.	20110314	4-NON	0	0930	8-K	20231231			20240102	2024-01-02 16:04:00.0	0	0	ea190916-8k_citius_htm.xml	1					
0001213900-24-000262	1505611	DECISIONPOINT SYSTEMS, INC.	7370	US	FL	DELRAY BEACH	33445	1615 SOUTH CONGRESS AVENUE	SUITE 103	(561) 900-3723	US	FL	DELRAY BEACH	33445	1615 SOUTH CONGRESS AVENUE	SUITE 103	US	DE	371644635	COMAMTECH INC.	20101112	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:15:00.0	0	0	ea190954-8k_decision_htm.xml	1					
0001213900-24-000266	1696355	BRIGHT SCHOLAR EDUCATION HOLDINGS LTD	8200	CN		FOSHAN, GUANGDONG	528300	NO.1, COUNTRY GARDEN ROAD	BEIJIAO TOWN, SHUNDE DISTRICT	86 757 6683 2507	CN		FOSHAN, GUANGDONG	528300	NO.1, COUNTRY GARDEN ROAD	BEIJIAO TOWN, SHUNDE DISTRICT	KY		000000000			4-NON	0	0831	20-F	20230831	2023	FY	20240102	2024-01-02 16:20:00.0	0	1	f20f2023_brightscholar_htm.xml	1					
0001213900-24-000296	1841330	PASITHEA THERAPEUTICS CORP.	2834	US	CA	VENICE	90291	2110 NARCISSUS CT		8184226172	US	CA	VENICE	90291	2110 NARCISSUS CT		US	DE	851591963			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:48:00.0	0	0	ea190803-8k_pasithea_htm.xml	1					
0001213900-24-000305	1036848	MEGA MATRIX CORP.	6199	US	CA	BURLINGAME	94010	1440 CHAPIN AVE STE 310		6503401888	US	CA	BURLINGAME	94010	1440 CHAPIN AVENUE SUITE 310		US	DE	943263974	AEROCENTURY CORP	19970610	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:00:00.0	0	0	ea190926-8k_megamatrix_htm.xml	1					
0001213900-24-000317	1704287	BLUEJAY DIAGNOSTICS, INC.	3841	US	MA	ACTON	01720	360 MASSACHUSETTS AVENUE, SUITE 203		(978) 631-0152	US	MA	ACTON	01720	360 MASSACHUSETTS AVENUE, SUITE 203		US	DE	473552922			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:22:00.0	0	0	ea191005-8k_bluejay_htm.xml	1					
0001213900-24-000318	1787518	NUKKLEUS INC.	8742	CN		SHANGHAI	200062	99 DAN BA ROAD C-9	PUTUO DISTRICT	086-021-80125497	CN		SHANGHAI	200062	99 DAN BA ROAD C-9	PUTUO DISTRICT	VG		000000000	BRILLIANT ACQUISITION CORP	20190909	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:22:00.0	0	0	ea190904-8k_nukkleus_htm.xml	1					
0001213900-24-000322	1885461	SHOULDERUP TECHNOLOGY ACQUISITION CORP.	6770	US	GA	KENNESAW	30144	125 TOWNPARK DRIVE	SUITE 300	970.924.0446	US	GA	KENNESAW	30144	125 TOWNPARK DRIVE	SUITE 300	US	DE	871730135			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:26:00.0	0	0	ea190992-8k_shoulderup_htm.xml	1					
0001213900-24-000325	1698113	PARTS ID, INC.	7311	US	OH	CINCINNATI	45202	1308 RACE STREET, SUITE 200		513-618-7161	US	OH	CINCINNATI	45202	1308 RACE STREET, SUITE 200		US	DE	813674868	LEGACY ACQUISITION CORP.	20170214	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:27:00.0	0	0	ea190778-8k_partsid_htm.xml	1					
0001213900-24-000326	1831979	GLOBAL PARTNER ACQUISITION CORP II	6770	US	NY	NEW YORK	10166	200 PARK AVENUE	32ND FLOOR	(646) 585-8975	US	NY	NEW YORK	10166	200 PARK AVENUE	32ND FLOOR	KY		000000000			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 17:27:00.0	1	0	ea190951-8k425_global2_htm.xml	1					
0001279569-24-000004	1750155	CHARLOTTE'S WEB HOLDINGS, INC.	0100	US	CO	LOUISVILLE	80027	700 TECH COURT		1-720-617-7303	US	CO	LOUISVILLE	80027	700 TECH COURT		CA	BC	981508633			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 08:14:00.0	0	0	charlotte8k_htm.xml	1					
0001287032-24-000003	1287032	PROSPECT CAPITAL CORP		US	NY	NEW YORK	10016	10 EAST 40TH STREET 44TH FL		212-448-0702	US	NY	NEW YORK	10016	10 EAST 40TH STREET 44TH FL		US	MD	432048643	PROSPECT ENERGY CORP	20040623	1-LAF	0	0630	424B2				20240102	2024-01-02 16:02:00.0	0	0	ck0001287032-20240102_htm.xml	1					
0001316944-24-000002	1316944	FEDERAL HOME LOAN BANK OF SAN FRANCISCO	6111	US	CA	SAN FRANCISCO	94104	333 BUSH STREET, SUITE 2700		(415) 616-1000	US	CA	SAN FRANCISCO	94104	333 BUSH STREET, SUITE 2700		US		946000630			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 13:33:00.0	1	0	fhlbsf-20231227_htm.xml	1					
0001326110-24-000003	1326110	IMMUNITYBIO, INC.	2836	US	CA	SAN DIEGO	92121	3530 JOHN HOPKINS COURT		(844) 696-5235	US	CA	SAN DIEGO	92121	3530 JOHN HOPKINS COURT		US	DE	431979754	NANTKWEST, INC.	20150713	4-NON	0	1231	8-K	20231231			20240102	2024-01-02 06:09:00.0	0	0	ibrx-20231229_htm.xml	1					
0001331463-24-000002	1331463	FEDERAL HOME LOAN BANK OF BOSTON	6111	US	MA	BOSTON	02199	800 BOYLSTON STREET	6TH FLOOR	617-292-9600	US	MA	BOSTON	02199	800 BOYLSTON STREET	6TH FLOOR	US		046002575			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 13:34:00.0	1	0	fhlbbost-20231227_htm.xml	1					
0001331465-24-000002	1331465	FEDERAL HOME LOAN BANK OF ATLANTA	6111	US	GA	ATLANTA	30309	1475 PEACHTREE STREET, N.E.		404-888-8000	US	GA	ATLANTA	30309	1475 PEACHTREE STREET, N.E.		US		316000228			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 13:53:00.0	0	0	fhlba-20231227_htm.xml	1					
0001331754-24-000002	1331754	FEDERAL HOME LOAN BANK OF INDIANAPOLIS	6111	US	IN	INDIANAPOLIS	46240	8250 WOODFIELD CROSSING BOULEVARD		317-465-0200	US	IN	INDIANAPOLIS	46240	8250 WOODFIELD CROSSING BOULEVARD		US		356001443			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 10:15:00.0	0	0	fhlbi-20231227_htm.xml	1					
0001331757-24-000002	1331757	FEDERAL HOME LOAN BANK OF DALLAS	6111	US	TX	IRVING	75063	8500 FREEPORT PARKWAY SOUTH	SUITE 100	214-441-8500	US	TX	IRVING	75063	8500 FREEPORT PARKWAY SOUTH	SUITE 100			716013989			4-NON	0	1231	8-K	20231231			20240102	2024-01-02 16:41:00.0	0	0	fhlbd-20231227_htm.xml	1					
